fecha,Outdoor Humidity(%),Outdoor Temperature(°C),Wind Speed(m/s),Nubosidad-octa(%)
2016-09-08,0.34,0.48387096774193544,0.12068965517241378,0.03278688524590165
2017-02-12,0.57,0.7258064516129031,0.1724137931034483,0.010193358554014292
2017-06-13,0.99,0.14516129032258066,0.0,0.49127784783522493
2016-05-29,0.71,0.6397849462365591,0.5862068965517241,1.0
2016-12-02,0.34,0.6881720430107526,0.0,0.0016813787305590628
2016-12-19,0.69,0.7258064516129031,0.0,0.015762925598991173
2016-09-01,0.49,0.3225806451612903,0.3448275862068966,0.22719630096679277
2017-02-15,0.57,0.7526881720430108,0.0,0.01176965111391341
2017-02-27,0.73,0.8279569892473116,0.05172413793103448,0.0016813787305590628
2017-06-21,0.92,0.26881720430107525,0.12068965517241378,1.0
2017-01-03,0.51,1.0,0.4655172413793104,0.0016813787305590628
2016-06-05,0.97,0.3333333333333333,0.05172413793103448,0.9687894073139975
2017-07-21,0.4,0.4731182795698925,0.0,0.0653635981504834
2017-05-07,0.87,0.4301075268817204,0.0,0.8836696090794453
2017-06-10,0.39,0.48924731182795694,0.0,0.0016813787305590628
2016-08-30,0.86,0.3172043010752688,0.05172413793103448,0.14512400168137873
2016-07-16,0.32,0.4301075268817204,0.24137931034482757,0.0016813787305590628
2016-09-02,0.51,0.26344086021505375,0.0,0.020386717108028585
2016-12-13,0.57,0.8118279569892474,0.0,0.0016813787305590628
2017-03-31,0.65,0.586021505376344,0.05172413793103448,0.023013871374527116
2017-06-07,0.62,0.25806451612903225,0.05172413793103448,0.0016813787305590628
2017-05-23,0.97,0.3709677419354839,0.1724137931034483,1.0
2016-09-23,0.48,0.5483870967741935,0.05172413793103448,0.0016813787305590628
2017-03-04,0.71,0.7580645161290321,0.05172413793103448,0.04171920975199665
2016-07-10,0.42,0.4677419354838709,0.05172413793103448,1.0
2017-02-14,0.68,0.7473118279569892,0.05172413793103448,0.0016813787305590628
2017-03-20,0.79,0.6021505376344085,0.12068965517241378,0.05222782681799076
2017-03-28,0.46,0.6451612903225806,0.12068965517241378,0.022698612862547297
2016-07-23,0.63,0.4677419354838709,0.12068965517241378,1.0
2016-07-22,0.41,0.5591397849462365,0.29310344827586204,1.0
2017-05-17,0.99,0.48924731182795694,0.3448275862068966,0.9691046658259773
2017-02-24,0.66,0.8763440860215054,0.0,0.2860445565363598
2017-04-05,0.69,0.5806451612903226,0.0,0.03709541824295923
2017-04-25,0.59,0.47849462365591394,0.4655172413793104,0.9408364859184533
2017-01-31,0.91,0.7311827956989246,0.05172413793103448,0.0016813787305590628
2017-01-26,0.72,0.8817204301075268,0.0,0.0016813787305590628
2017-04-03,0.54,0.6397849462365591,0.0,0.01176965111391341
2016-11-22,0.77,0.5376344086021505,0.12068965517241378,0.010193358554014292
2016-11-28,0.51,0.7204301075268816,0.24137931034482757,0.053173602353930226
2016-10-03,0.53,0.48387096774193544,0.05172413793103448,0.010193358554014292
2016-12-28,0.51,0.6397849462365591,0.05172413793103448,0.009878100042034474
2017-02-23,0.72,0.8494623655913979,0.0,0.28047498949138294
2017-08-07,0.83,0.32795698924731176,0.05172413793103448,1.0
2017-07-25,0.55,0.5161290322580645,0.41379310344827586,0.0016813787305590628
2016-12-18,0.72,0.6612903225806451,0.1724137931034483,0.0016813787305590628
2016-07-03,0.88,0.3870967741935483,0.05172413793103448,1.0
2017-09-26,0.54,0.8548387096774193,0.24137931034482757,0.007881462799495587
2017-07-16,0.84,0.010752688172043008,0.1724137931034483,0.3855611601513241
2017-01-05,0.34,0.7634408602150536,0.12068965517241378,0.05023118957545186
2017-04-12,0.46,0.5806451612903226,0.12068965517241378,0.014396805380411942
2016-09-20,0.52,0.7204301075268816,0.12068965517241378,0.0035729298024379996
2016-09-13,0.48,0.596774193548387,0.6379310344827587,1.0
2016-11-17,0.22,0.8440860215053763,0.0,0.0016813787305590628
2016-12-17,0.7,0.6827956989247311,0.0,0.007881462799495587
2016-08-20,0.65,0.25806451612903225,0.5344827586206897,0.01408154686843211
2016-11-15,0.59,0.5806451612903226,0.05172413793103448,0.0016813787305590628
2016-09-05,0.52,0.13978494623655913,0.0,0.018390079865489704
2016-09-19,0.2,0.7688172043010753,0.0,0.00556956704497688
2017-08-27,0.99,0.19354838709677416,0.0,0.18978562421185372
2016-12-21,0.66,0.7365591397849461,0.05172413793103448,0.005884825556956712
2016-06-19,0.65,0.3172043010752688,0.05172413793103448,0.09058427910886928
2017-04-10,0.54,0.4354838709677419,0.0,0.03646490121899959
2016-07-06,0.73,0.24731182795698922,0.12068965517241378,0.0016813787305590628
2016-12-15,0.72,0.7580645161290321,0.05172413793103448,0.0016813787305590628
2016-11-06,0.7,0.7311827956989246,0.0,0.05086170659941151
2016-06-08,0.31,0.4677419354838709,0.05172413793103448,0.0016813787305590628
2016-09-10,0.51,0.5806451612903226,0.0,0.051176965111391345
2016-11-23,0.75,0.48387096774193544,0.05172413793103448,0.26502732240437155
2017-04-30,0.18,0.6397849462365591,0.05172413793103448,0.05159730979403111
2016-09-26,0.44,0.5161290322580645,0.05172413793103448,0.09100462379150905
2017-03-18,0.6,0.8118279569892474,0.0,0.008511979823455236
2017-04-07,0.69,0.532258064516129,0.0,0.310634720470786
2017-05-14,0.99,0.49462365591397844,0.0,1.0
2017-03-17,0.54,0.6935483870967741,0.0,0.18684321143337537
2016-08-10,0.25,0.5161290322580645,0.05172413793103448,0.0016813787305590628
2016-06-14,0.59,0.6720430107526881,0.0,0.9474569146700293
2016-07-08,0.87,0.17204301075268816,0.0,1.0
2016-12-07,0.68,0.6344086021505376,0.29310344827586204,0.007881462799495587
2016-09-06,0.18,0.3387096774193548,0.0,0.0016813787305590628
2017-10-10,0.8,0.5053763440860215,0.4655172413793104,0.11097099621689785
2017-10-12,0.86,0.22580645161290322,0.41379310344827586,1.0
2017-07-17,0.62,0.0,0.24137931034482757,0.0827028163093737
2016-08-17,0.55,0.5053763440860215,0.1724137931034483,0.04760403530895333
2017-06-23,0.88,0.3548387096774193,0.12068965517241378,1.0
2016-11-27,0.76,0.5913978494623655,0.4655172413793104,0.0035729298024379996
2017-04-11,0.33,0.575268817204301,0.05172413793103448,0.007566204287515761
2017-02-21,0.55,0.8817204301075268,0.12068965517241378,0.0016813787305590628
2016-09-18,0.21,0.7043010752688171,0.1724137931034483,0.0016813787305590628
2017-01-15,0.7,0.7419354838709677,0.0,0.0016813787305590628
2017-09-02,0.7,0.3172043010752688,0.0,0.0016813787305590628
2016-08-13,0.42,0.7580645161290321,0.12068965517241378,0.4404161412358134
2017-07-10,0.52,0.4623655913978494,0.12068965517241378,0.0016813787305590628
2017-08-10,0.76,0.3817204301075268,0.29310344827586204,1.0
2017-03-08,0.52,0.7150537634408602,0.12068965517241378,0.016393442622950824
2017-06-14,0.98,0.28494623655913975,0.0,1.0
2017-09-19,0.98,0.27956989247311825,0.24137931034482757,0.18295502311895756
2016-11-02,0.44,0.7150537634408602,0.1724137931034483,1.0
2016-11-13,0.68,0.5913978494623655,0.05172413793103448,0.9881252627154267
2016-12-06,0.51,0.7204301075268816,0.05172413793103448,0.07030264817150063
2016-09-17,0.39,0.510752688172043,0.0,0.0016813787305590628
2016-07-21,0.53,0.45161290322580644,0.0,0.0016813787305590628
2016-12-16,0.85,0.6451612903225806,0.41379310344827586,0.0016813787305590628
2017-07-01,0.35,0.5806451612903226,0.12068965517241378,0.0016813787305590628
2017-02-22,0.75,0.8279569892473116,0.05172413793103448,0.0016813787305590628
2017-03-09,0.2,0.7956989247311828,0.41379310344827586,0.004308532997057587
2016-07-19,0.59,0.4623655913978494,0.05172413793103448,1.0
2016-06-21,0.31,0.4731182795698925,0.05172413793103448,0.0016813787305590628
2017-03-22,0.69,0.6397849462365591,0.0,0.05685161832702816
2016-12-05,0.73,0.532258064516129,0.12068965517241378,0.0016813787305590628
2016-12-04,0.85,0.6236559139784945,0.05172413793103448,0.15332072299285415
2017-08-25,0.99,0.17204301075268816,0.12068965517241378,0.42129045817570404
2016-09-22,0.38,0.8387096774193549,0.29310344827586204,0.10214375788146281
2017-09-20,0.91,0.26344086021505375,0.3448275862068966,1.0
2017-04-21,0.8,0.7580645161290321,0.3448275862068966,0.03509878100042035
2016-12-30,0.81,0.586021505376344,0.24137931034482757,0.00556956704497688
2016-12-29,0.74,0.6344086021505376,0.05172413793103448,0.0016813787305590628
2017-08-18,0.65,0.4731182795698925,0.24137931034482757,0.5720891130727196
2017-03-25,0.93,0.47849462365591394,0.0,0.02490542244640605
2017-07-23,0.98,0.23655913978494625,0.05172413793103448,0.022698612862547297
2016-09-24,0.19,0.7150537634408602,0.05172413793103448,0.06862126944094157
2017-01-17,0.48,0.8172043010752688,0.0,0.0016813787305590628
2017-07-15,0.99,0.19354838709677416,0.6379310344827587,0.8603404791929382
2016-09-09,0.22,0.8010752688172043,0.0,0.9684741488020177
2016-11-04,0.47,0.8387096774193549,0.05172413793103448,0.005884825556956712
2016-12-23,0.55,0.7204301075268816,0.12068965517241378,0.013451029844472474
2017-04-22,0.7,0.7849462365591398,0.12068965517241378,0.023013871374527116
2016-08-25,0.49,0.3978494623655914,0.12068965517241378,0.0016813787305590628
2017-08-04,0.86,0.15591397849462363,0.12068965517241378,0.23738965952080704
2016-07-01,0.3,0.5591397849462365,0.0,1.0
2017-01-11,0.61,0.7526881720430108,0.0,0.0016813787305590628
2017-10-04,0.41,0.6236559139784945,0.0,1.0
2017-10-09,0.66,0.543010752688172,0.4655172413793104,0.07219419924337958
2017-07-29,0.3,0.6021505376344085,0.12068965517241378,1.0
2017-07-28,0.61,0.27419354838709675,0.1724137931034483,0.5773434216057167
2017-04-02,0.59,0.6075268817204301,0.29310344827586204,0.06830601092896176
2017-04-27,0.17,0.553763440860215,0.1724137931034483,0.0016813787305590628
2017-01-14,0.55,0.8279569892473116,0.0,0.0016813787305590628
2016-08-21,0.27,0.4032258064516129,0.12068965517241378,0.0016813787305590628
2017-07-12,0.97,0.3333333333333333,0.05172413793103448,0.707335014712064
2016-11-26,0.75,0.4301075268817204,0.0,0.00556956704497688
2016-09-16,0.38,0.586021505376344,0.0,0.9425178646490122
2016-07-17,0.45,0.3655913978494623,0.12068965517241378,1.0
2017-04-08,0.8,0.47849462365591394,0.9310344827586208,0.0016813787305590628
2017-10-07,0.76,0.5053763440860215,0.05172413793103448,1.0
2017-05-05,0.34,0.5806451612903226,0.12068965517241378,0.14312736443883986
2017-01-19,0.61,0.8387096774193549,0.0,0.4929592265657839
2017-04-19,0.79,0.5376344086021505,0.0,0.028583438419503997
2016-11-12,0.6,0.6559139784946235,0.05172413793103448,0.053488860865910044
2017-07-27,0.55,0.4623655913978494,0.0,0.10970996216897856
2016-10-06,0.35,0.8870967741935483,0.41379310344827586,0.007566204287515761
2017-07-20,0.23,0.6989247311827956,0.12068965517241378,1.0
2016-06-22,0.31,0.4623655913978494,0.05172413793103448,0.30338377469525013
2017-02-07,0.6,0.7795698924731183,0.0,0.0035729298024379996
2016-09-04,0.61,0.16129032258064516,0.0,0.0449768810424548
2017-05-28,0.97,0.3333333333333333,0.12068965517241378,0.2702816309373686
2017-03-26,0.83,0.5,0.0,0.024590163934426233
2017-04-26,0.61,0.543010752688172,0.41379310344827586,0.0016813787305590628
2016-09-12,0.71,0.3709677419354839,0.41379310344827586,0.10834384195039932
2016-05-31,0.97,0.3387096774193548,0.0,1.0
2016-07-12,0.93,0.30107526881720426,0.0,1.0
2017-04-04,0.71,0.5,0.0,0.1585750315258512
2017-03-27,0.56,0.6720430107526881,0.0,0.014817150063051704
2016-06-11,0.41,0.3978494623655914,0.0,0.0016813787305590628
2017-01-06,0.63,0.7473118279569892,0.05172413793103448,0.5806010928961749
2017-05-02,0.89,0.3440860215053763,0.0,1.0
2016-08-28,0.89,0.3333333333333333,0.4655172413793104,1.0
2017-10-08,0.98,0.31182795698924726,0.0,0.5087221521647751
2016-09-03,0.5,0.08602150537634408,0.05172413793103448,0.0035729298024379996
2017-02-10,0.5,0.6827956989247311,0.0,0.013766288356452298
2017-07-24,0.91,0.3440860215053763,0.29310344827586204,0.2075451870533838
2016-09-15,0.48,0.5806451612903226,0.1724137931034483,1.0
2017-04-17,0.73,0.6075268817204301,0.12068965517241378,1.0
2017-09-11,0.7,0.1075268817204301,0.0,0.0016813787305590628
2017-07-26,0.42,0.41935483870967744,0.12068965517241378,0.0016813787305590628
2016-08-18,0.52,0.4623655913978494,0.29310344827586204,0.0016813787305590628
2016-12-11,0.54,0.8333333333333333,0.1724137931034483,0.9687894073139975
2017-05-08,0.92,0.3763440860215054,0.0,0.9921185372005045
2016-07-20,0.74,0.3870967741935483,0.12068965517241378,0.9881252627154267
2017-08-09,0.78,0.30107526881720426,0.12068965517241378,0.0016813787305590628
2017-08-17,0.55,0.5591397849462365,0.05172413793103448,0.012189995796553173
2017-03-19,0.74,0.6774193548387096,0.0,0.04760403530895333
2017-01-29,0.71,0.9731182795698925,0.0,0.0016813787305590628
2016-12-12,0.54,0.9193548387096774,0.29310344827586204,0.0016813787305590628
2017-07-19,0.25,0.586021505376344,0.05172413793103448,0.0016813787305590628
2017-03-15,0.49,0.6129032258064516,0.29310344827586204,0.0
2017-04-14,0.93,0.3763440860215054,0.0,0.0016813787305590628
2017-05-18,0.98,0.29569892473118276,0.6379310344827587,1.0
2016-08-11,0.49,0.5913978494623655,0.1724137931034483,0.0016813787305590628
2016-11-25,0.76,0.532258064516129,0.12068965517241378,0.13198823034888607
2017-03-29,0.68,0.5268817204301075,0.12068965517241378,0.012189995796553173
2016-08-16,0.4,0.7150537634408602,0.3448275862068966,0.0016813787305590628
2016-06-02,0.74,0.49462365591397844,0.05172413793103448,1.0
2016-07-15,0.86,0.27419354838709675,0.0,0.6587852038671711
